1.4987 -0 -0 0 -0 -0 
-1.49985 -0 -0 0 -0 -0 
-1.38482 -0 -0 0 -0 -0 
1.45067 -0 -0 0 -0 -0 
1.45066 -0 -0 0 -0 -0 
1.45067 -0 -0 0 -0 -0 
1.45067 -0 -0 0 -0 -0 
1.45067 -0 -0 0 -0 -0 
1.45067 -0 -0 0 -0 -0 
1.45067 -0 -0 0 -0 -0 
1.45067 -0 -0 0 -0 -0 
1.45067 -0 -0 0 -0 -0 
1.45067 -0 -0 0 -0 -0 
1.45067 -0 -0 0 -0 -0 
1.45067 -0 -0 0 -0 -0 
1.45067 1.19986 -0 0 -0 -0 
1.45067 -1.19911 -0 0 -0 -0 
1.45067 -0.653268 -0 0 -0 -0 
1.45067 1.19458 -0 0 -0 -0 
1.45067 1.19458 -0 0 -0 -0 
1.45067 1.19458 -0 0 -0 -0 
1.45067 1.19458 -0 0 -0 -0 
1.45067 1.19458 -0 0 -0 -0 
1.45067 1.19458 -0 0 -0 -0 
1.45067 1.19458 -0 0 -0 -0 
1.45067 1.19458 -0 0 -0 -0 
1.45067 1.19458 -0 0 -0 -0 
1.45067 1.19458 -0 0 -0 -0 
1.45067 1.19458 -0 0 -0 -0 
1.45067 1.19458 -0 0 -0 -0 
1.45067 1.19458 -0 0 -0 -0 
1.45067 1.19458 -0 0 -0 -0 
1.45067 1.19458 -1.4987 0 -0 -0 
1.45067 1.19458 1.49985 0 -0 -0 
-1.49085 1.19458 1.38482 0 -0 -0 
-1.49085 1.19458 -1.45067 0 -0 -0 
-1.49085 1.19458 -1.45066 0 -0 -0 
-1.49085 1.19458 -1.45066 0 -0 -0 
-1.49085 1.19458 -1.45067 0 -0 -0 
-1.49085 1.19458 -1.45067 0 -0 -0 
-1.49085 1.19458 -1.45067 0 -0 -0 
-1.48906 1.19458 -1.45067 0 -0 -0 
-1.48677 1.19458 -1.45067 0 -0 -0 
-1.48379 1.19458 -1.45067 0 -0 -0 
-1.4799 1.19458 -1.45067 0 -0 -0 
-1.47547 1.19458 -1.45067 0 -0 -0 
-1.46879 1.19458 -1.45067 0 -0 -0 
-1.45977 1.19458 -1.45067 0 -0 -0 
-1.44747 1.19458 -1.45067 1.4987 -0 -0 
-1.43056 1.19444 -1.45067 -1.49985 -0 -0 
-1.40715 1.19444 -1.45067 -1.38482 -0 -0 
-1.3746 1.19444 -1.45067 1.45067 -0 -0 
-1.32928 1.19444 -1.45067 1.45067 -0 -0 
-1.26597 1.19444 -1.45067 1.45067 -0 -0 
-1.17877 1.19444 -1.45066 1.45067 -0 -0 
-1.06067 1.19444 -1.45066 1.45067 -0 -0 
-0.904939 1.19445 -1.45067 1.45067 -0 -0 
-0.707332 1.19446 -1.45067 1.45067 -0 -0 
-0.469104 1.19447 -1.45067 1.45067 -0 -0 
-0.199501 1.19448 -1.45067 1.45067 -0 -0 
0.0843261 -1.14791 -1.45067 1.45067 -0 -0 
0.361196 -1.14784 -1.45067 1.45067 -0 -0 
0.612033 -1.14778 -1.45067 1.45067 -0 -0 
0.824762 -1.14772 -1.45067 1.45067 1.19986 -0 
0.995607 -1.14766 -1.45067 1.45067 -1.19911 -0 
1.12721 -1.1476 -1.45067 1.45067 -0.653268 -0 
1.22565 -1.14755 1.49085 1.45067 1.19458 -0 
1.29789 -1.1475 1.49085 1.45067 1.19458 -0 
1.35035 -1.14022 1.49085 1.45067 1.19458 -0 
1.38829 -1.13152 1.49085 1.45067 1.19458 -0 
1.41574 -1.12108 1.49085 1.45067 1.19458 -0 
1.43569 -1.1085 1.49085 1.45067 1.19458 -0 
1.44331 -1.09329 1.48367 1.45067 1.19458 -0 
1.42183 -1.07481 1.45982 1.45067 1.19458 -0 
1.39134 -1.05232 1.42629 1.45067 1.19458 -0 
1.45037 -1.02486 1.48379 1.38096 1.19458 -0 
1.45039 -0.991319 1.4799 1.3587 1.19458 -0 
1.45041 -0.950349 1.47547 1.41978 1.19458 -0 
