10,10003,1,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,7,5,5,5,6,6,5,6,11,11,6,5,5,5,6,5,5,6,5,5,5,6,5,39,20,4,5,5,6,5,6,5,5,6,5,5,5,5,5,5,5,5,5,6,6,6,6,5,6,5,5,6,6,6,6,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,5,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,4,3,3,4,4,3,4,4,4,3,3,4,4,4,3,3,4,4,4,4,3,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,6,6,6,6,5,6,6,6,9,6,6,5,6,6,5,7,6,6,6,5,6,6,6,9,8,1898
10,10003,1,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,7,5,5,5,6,6,5,6,11,11,6,5,5,5,6,5,5,6,5,5,5,6,5,39,20,4,5,5,6,5,6,5,5,6,5,5,5,5,5,5,5,5,5,6,6,6,6,5,6,5,5,6,6,6,6,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,5,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,4,3,3,4,4,3,4,4,4,3,3,4,4,4,3,3,4,4,4,4,3,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,6,6,6,6,5,6,6,6,9,6,6,5,6,6,5,7,6,6,6,5,6,6,6,9,8,1898
10,10003,1,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,7,5,5,5,6,6,5,6,11,11,6,5,5,5,6,5,5,6,5,5,5,6,5,39,20,4,5,5,6,5,6,5,5,6,5,5,5,5,5,5,5,5,5,6,6,6,6,5,6,5,5,6,6,6,6,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,5,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,4,3,3,4,4,3,4,4,4,3,3,4,4,4,3,3,4,4,4,4,3,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,6,6,6,6,5,6,6,6,9,6,6,5,6,6,5,7,6,6,6,5,6,6,6,9,8,1898
10,10003,1,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,7,5,5,5,6,6,5,6,11,11,6,5,5,5,6,5,5,6,5,5,5,6,5,39,20,4,5,5,6,5,6,5,5,6,5,5,5,5,5,5,5,5,5,6,6,6,6,5,6,5,5,6,6,6,6,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,5,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,4,3,3,4,4,3,4,4,4,3,3,4,4,4,3,3,4,4,4,4,3,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,6,6,6,6,5,6,6,6,9,6,6,5,6,6,5,7,6,6,6,5,6,6,6,9,8,1898
10,10003,1,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,7,5,5,5,6,6,5,6,11,11,6,5,5,5,6,5,5,6,5,5,5,6,5,39,20,4,5,5,6,5,6,5,5,6,5,5,5,5,5,5,5,5,5,6,6,6,6,5,6,5,5,6,6,6,6,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,5,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,4,3,3,4,4,3,4,4,4,3,3,4,4,4,3,3,4,4,4,4,3,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,6,6,6,6,5,6,6,6,9,6,6,5,6,6,5,7,6,6,6,5,6,6,6,9,8,1898
10,10003,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,7,5,5,6,5,6,5,5,11,11,6,5,6,5,5,5,5,6,5,5,6,6,6,40,20,5,5,6,5,5,5,5,5,6,4,5,5,5,5,5,5,5,5,5,5,6,5,5,6,5,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,5,6,6,5,7,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,4,4,4,3,3,3,4,3,3,3,3,4,3,4,4,3,4,3,4,3,3,4,3,5,5,5,5,4,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,6,5,6,6,9,6,6,6,6,6,6,6,6,6,6,5,5,6,6,9,8,1898
10,10003,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,7,5,5,6,5,6,5,5,11,11,6,5,6,5,5,5,5,6,5,5,6,6,6,40,20,5,5,6,5,5,5,5,5,6,4,5,5,5,5,5,5,5,5,5,5,6,5,5,6,5,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,5,6,6,5,7,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,4,4,4,3,3,3,4,3,3,3,3,4,3,4,4,3,4,3,4,3,3,4,3,5,5,5,5,4,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,6,5,6,6,9,6,6,6,6,6,6,6,6,6,6,5,5,6,6,9,8,1898
10,10003,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,7,5,5,6,5,6,5,5,11,11,6,5,6,5,5,5,5,6,5,5,6,6,6,40,20,5,5,6,5,5,5,5,5,6,4,5,5,5,5,5,5,5,5,5,5,6,5,5,6,5,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,5,6,6,5,7,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,4,4,4,3,3,3,4,3,3,3,3,4,3,4,4,3,4,3,4,3,3,4,3,5,5,5,5,4,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,6,5,6,6,9,6,6,6,6,6,6,6,6,6,6,5,5,6,6,9,8,1898
10,10003,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,7,5,5,6,5,6,5,5,11,11,6,5,6,5,5,5,5,6,5,5,6,6,6,40,20,5,5,6,5,5,5,5,5,6,4,5,5,5,5,5,5,5,5,5,5,6,5,5,6,5,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,5,6,6,5,7,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,4,4,4,3,3,3,4,3,3,3,3,4,3,4,4,3,4,3,4,3,3,4,3,5,5,5,5,4,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,6,5,6,6,9,6,6,6,6,6,6,6,6,6,6,5,5,6,6,9,8,1898
10,10003,1,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,7,5,5,5,5,5,5,6,11,11,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10003,1,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,7,5,5,5,5,5,5,6,11,11,6,6,6,6,6,6,5,5,5,5,6,6,5,39,20,5,5,5,5,5,5,5,5,6,4,5,5,5,5,5,5,6,5,5,5,5,5,5,6,5,6,6,7,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,4,4,3,5,5,5,5,4,5,5,5,6,4,5,4,5,5,5,5,5,5,6,5,5,5,5,5,5,6,6,6,6,6,6,6,6,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,1898
10,10003,1,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,7,5,5,5,5,5,5,6,11,11,6,6,6,6,6,6,5,5,5,5,6,6,5,39,20,5,5,5,5,5,5,5,5,6,4,5,5,5,5,5,5,6,5,5,5,5,5,5,6,5,6,6,7,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,4,4,3,5,5,5,5,4,5,5,5,6,4,5,4,5,5,5,5,5,5,6,5,5,5,5,5,5,6,6,6,6,6,6,6,6,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,1898
10,10003,1,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,7,5,5,5,5,5,5,6,11,11,6,6,6,6,6,6,5,5,5,5,6,6,5,39,20,5,5,5,5,5,5,5,5,6,4,5,5,5,5,5,5,6,5,5,5,5,5,5,6,5,6,6,7,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,4,4,3,5,5,5,5,4,5,5,5,6,4,5,4,5,5,5,5,5,5,6,5,5,5,5,5,5,6,6,6,6,6,6,6,6,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,1898
10,10003,1,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,7,5,5,5,5,5,5,6,11,11,6,6,6,6,6,6,5,5,5,5,6,6,5,39,20,5,5,5,5,5,5,5,5,6,4,5,5,5,5,5,5,6,5,5,5,5,5,5,6,5,6,6,7,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,4,4,3,5,5,5,5,4,5,5,5,6,4,5,4,5,5,5,5,5,5,6,5,5,5,5,5,5,6,6,6,6,6,6,6,6,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,1898
10,10003,1,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,7,5,5,5,5,5,5,6,11,11,6,6,6,6,6,6,5,5,5,5,6,6,5,39,20,5,5,5,5,5,5,5,5,6,4,5,5,5,5,5,5,6,5,5,5,5,5,5,6,5,6,6,7,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,4,4,3,5,5,5,5,4,5,5,5,6,4,5,4,5,5,5,5,5,5,6,5,5,5,5,5,5,6,6,6,6,6,6,6,6,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,1898
10,10003,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,7,5,5,5,6,5,5,6,11,11,6,5,5,6,7,6,5,6,6,6,6,6,6,38,20,5,5,6,5,5,5,5,5,6,5,5,6,6,5,5,5,6,5,5,5,5,5,5,6,5,6,6,6,6,6,6,6,6,7,5,6,6,6,7,6,6,6,6,7,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,4,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,3,3,3,4,3,4,4,4,3,4,4,3,4,4,3,4,5,5,5,5,5,5,5,6,4,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,10,5,5,6,6,5,6,6,6,5,6,6,6,6,6,8,8,1898
10,10003,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,7,5,5,5,6,5,5,6,11,11,6,5,5,6,7,6,5,6,6,6,6,6,6,38,20,5,5,6,5,5,5,5,5,6,5,5,6,6,5,5,5,6,5,5,5,5,5,5,6,5,6,6,6,6,6,6,6,6,7,5,6,6,6,7,6,6,6,6,7,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,4,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,3,3,3,4,3,4,4,4,3,4,4,3,4,4,3,4,5,5,5,5,5,5,5,6,4,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,10,5,5,6,6,5,6,6,6,5,6,6,6,6,6,8,8,1898
